Date,BTC,ETH,BNB,SOL,XRP,DOGE,ADA,TRX,SHIB,AVAX,S&P 500,NASDAQ,TSLA,MSFT,NVDA,AMZN,GOOGL,META,V,AAPL
2024-05-02,62882.01,3102.61,587.0,143.69,0.5317,0.14604,0.4673,0.1227,2.444e-05,35.54,5064.2001953125,15840.9599609375,180.00999450683594,397.8399963378906,85.81700134277344,184.72000122070312,166.6199951171875,441.6799926757813,267.6099853515625,173.02999877929688
2024-05-03,63892.04,3117.23,585.7,146.05,0.5302,0.16012,0.4633,0.12226,2.505e-05,37.36,5127.7900390625,16156.330078125,181.19000244140625,406.6600036621094,88.78900146484375,186.2100067138672,167.24000549316406,451.9599914550781,268.489990234375,183.3800048828125
2024-05-04,64012.0,3136.41,592.0,145.73,0.5296,0.16098,0.458,0.12107,2.471e-05,37.35,,,,,,,,,,
2024-05-05,63165.19,3062.6,588.2,152.82,0.5402,0.15648,0.4541,0.11864,2.388e-05,37.11,,,,,,,,,,
2024-05-06,62312.08,3005.69,576.5,148.03,0.5245,0.14999,0.4414,0.12051,2.298e-05,35.31,5180.740234375,16349.25,184.75999450683597,413.5400085449219,92.13999938964844,188.6999969482422,168.10000610351562,465.6799926757813,272.6700134277344,181.7100067138672
2024-05-07,61193.03,2974.21,588.6,142.18,0.5171,0.14324,0.4518,0.12293,2.254e-05,34.02,5187.7001953125,16332.5595703125,177.80999755859375,409.3399963378906,90.5540008544922,188.75999450683597,171.25,468.239990234375,276.4599914550781,182.3999938964844
2024-05-08,63074.01,3036.23,596.8,152.57,0.5209,0.1522,0.4635,0.1262,2.348e-05,35.07,5187.669921875,16302.759765625,174.72000122070312,410.5400085449219,90.41200256347656,188.0,169.3800048828125,472.6000061035156,277.19000244140625,182.7400054931641
2024-05-09,60799.99,2909.99,585.6,146.01,0.5022,0.14389,0.4479,0.12741,2.242e-05,33.71,5214.080078125,16346.259765625,171.97000122070312,412.3200073242188,88.74700164794922,189.5,169.9600067138672,475.4200134277344,278.5400085449219,184.57000732421875
2024-05-10,60825.99,2912.45,592.2,145.42,0.5059,0.14306,0.439,0.12638,2.251e-05,33.49,5222.68017578125,16340.8701171875,168.47000122070312,414.739990234375,89.87799835205078,187.47999572753903,168.64999389648438,476.2000122070313,280.739990234375,183.0500030517578
2024-05-11,61483.99,2929.29,594.8,143.43,0.4993,0.14123,0.4377,0.12738,2.231e-05,33.14,,,,,,,,,,
2024-05-12,62940.08,2950.99,591.7,147.54,0.5053,0.14864,0.4368,0.12561,2.336e-05,32.46,,,,,,,,,,
2024-05-13,61577.49,2881.93,567.1,142.03,0.5002,0.14552,0.4285,0.12546,2.298e-05,31.58,5221.419921875,16388.240234375,171.88999938964844,413.7200012207031,90.39900207519533,186.57000732421875,169.13999938964844,468.010009765625,279.3900146484375,186.27999877929688
2024-05-14,66206.5,3032.55,581.0,158.52,0.5188,0.15534,0.4524,0.12633,2.525e-05,34.66,5246.68017578125,16511.1796875,177.5500030517578,416.55999755859375,91.3560028076172,187.07000732421875,170.33999633789062,471.8500061035156,277.739990234375,187.42999267578125
2024-05-15,65235.21,2944.7,569.2,159.37,0.5157,0.14972,0.4597,0.125,2.457e-05,34.46,5308.14990234375,16742.390625,173.99000549316406,423.0799865722656,94.62999725341795,185.9900054931641,172.50999450683594,481.5400085449219,281.5,189.72000122070312
2024-05-16,67024.0,3092.01,580.9,169.44,0.5234,0.15555,0.4824,0.12434,2.502e-05,36.43,5297.10009765625,16698.3203125,174.83999633789062,420.989990234375,94.35900115966795,183.6300048828125,174.17999267578125,473.2300109863281,279.8399963378906,189.83999633789065
2024-05-17,66915.2,3122.94,580.3,172.4,0.5213,0.15302,0.482,0.12299,2.476e-05,37.24,5303.27001953125,16685.970703125,177.4600067138672,420.2099914550781,92.47899627685548,184.6999969482422,176.05999755859375,471.9100036621094,280.1000061035156,189.8699951171875
2024-05-18,66274.01,3071.19,574.5,169.93,0.5096,0.14908,0.4672,0.12117,2.386e-05,35.6,,,,,,,,,,
2024-05-19,71446.62,3661.78,599.6,186.7,0.5377,0.16573,0.502,0.12442,2.607e-05,40.13,,,,,,,,,,
2024-05-20,70148.34,3789.6,618.5,178.15,0.537,0.17024,0.4946,0.12361,2.612e-05,41.2,5308.1298828125,16794.869140625,174.9499969482422,425.3399963378906,94.77999877929688,183.5399932861328,176.9199981689453,468.8399963378906,278.5400085449219,191.0399932861328
2024-05-21,69166.62,3737.73,614.8,176.95,0.5268,0.16628,0.4835,0.12007,2.533e-05,40.0,5321.41015625,16832.619140625,186.6000061035156,429.0400085449219,95.38600158691406,183.1499938964844,177.85000610351562,464.6300048828125,275.95001220703125,192.3500061035156
2024-05-22,67969.65,3783.61,599.3,176.16,0.5289,0.15973,0.4656,0.11532,2.461e-05,38.52,5307.009765625,16801.5390625,180.11000061035156,430.5199890136719,94.9499969482422,183.1300048828125,176.3800048828125,467.7799987792969,275.5799865722656,190.8999938964844
2024-05-23,68549.99,3728.28,600.3,167.7,0.536,0.16386,0.4601,0.11547,2.44e-05,38.01,5267.83984375,16736.029296875,173.74000549316406,427.0,103.79900360107422,181.0500030517578,173.5500030517578,465.7799987792969,274.2300109863281,186.8800048828125
2024-05-24,69290.57,3749.26,602.4,168.35,0.5416,0.17402,0.4623,0.11378,2.508e-05,38.28,5304.72021484375,16920.7890625,179.24000549316406,430.1600036621094,106.46900177001952,180.75,174.99000549316406,478.2200012207031,274.489990234375,189.97999572753903
2024-05-25,68507.67,3826.47,600.2,163.41,0.5283,0.16621,0.4581,0.11311,2.433e-05,36.76,,,,,,,,,,
2024-05-26,69436.43,3894.22,603.9,170.15,0.534,0.16908,0.4683,0.1125,2.552e-05,38.26,,,,,,,,,,
2024-05-27,68398.39,3844.69,601.7,168.68,0.5287,0.16497,0.4576,0.11118,2.674e-05,37.02,,,,,,,,,,
2024-05-28,67652.42,3767.43,595.7,168.32,0.5238,0.16386,0.4512,0.1121,2.755e-05,36.2,5306.0400390625,17019.880859375,176.75,430.3200073242188,113.9010009765625,182.1499938964844,176.39999389648438,479.9200134277344,270.9800109863281,189.9900054931641
2024-05-29,68352.17,3747.91,595.1,166.88,0.5186,0.15946,0.4465,0.11198,2.588e-05,35.98,5266.9501953125,16920.580078125,176.19000244140625,429.1700134277344,114.8249969482422,182.0200042724609,175.89999389648438,474.3599853515625,268.8599853515625,190.2899932861328
2024-05-30,67540.01,3762.29,593.7,165.65,0.5176,0.15898,0.447,0.11213,2.543e-05,36.02,5235.47998046875,16737.080078125,178.7899932861328,414.6700134277344,110.5,179.32000732421875,172.11000061035156,467.0499877929688,271.29998779296875,191.2899932861328
2024-05-31,67766.85,3815.82,601.9,166.14,0.5187,0.16031,0.4499,0.11262,2.526e-05,35.76,5277.509765625,16735.01953125,178.0800018310547,415.1300048828125,109.63300323486328,176.44000244140625,172.5,466.8299865722656,272.4599914550781,192.25
2024-06-01,67765.63,3780.91,602.9,163.15,0.5135,0.1571,0.4465,0.11477,2.462e-05,34.91,,,,,,,,,,
2024-06-02,68809.9,3767.06,626.4,164.89,0.5199,0.15835,0.4573,0.11338,2.443e-05,35.03,,,,,,,,,,
2024-06-03,70537.84,3810.23,685.7,171.78,0.5257,0.16136,0.4615,0.11446,2.461e-05,36.06,5283.39990234375,16828.669921875,176.2899932861328,413.5199890136719,115.0,178.33999633789062,173.1699981689453,477.489990234375,270.3800048828125,194.02999877929688
2024-06-04,71108.0,3865.99,698.8,173.54,0.5258,0.16326,0.4613,0.11459,2.594e-05,36.57,5291.33984375,16857.05078125,174.77000427246094,416.0700073242188,116.43699645996094,179.33999633789062,173.7899932861328,476.989990234375,272.4200134277344,194.3500061035156
2024-06-05,70799.06,3813.46,711.2,170.15,0.5215,0.16016,0.4582,0.11479,2.524e-05,35.89,5354.02978515625,17187.900390625,175.0,424.010009765625,122.44000244140624,181.27999877929688,175.41000366210938,495.05999755859375,274.5,195.8699951171875
2024-06-06,69355.6,3678.32,684.0,162.5,0.4991,0.1482,0.4492,0.11268,2.369e-05,33.51,5352.9599609375,17173.119140625,177.94000244140625,424.5199890136719,120.9980010986328,185.0,176.72999572753906,493.760009765625,277.0400085449219,194.47999572753903
2024-06-07,69310.46,3681.57,682.7,157.83,0.4926,0.14588,0.4368,0.11479,2.321e-05,32.27,5346.990234375,17133.130859375,177.47999572753906,423.8500061035156,120.88800048828124,184.3000030517578,174.4600067138672,492.9599914550781,278.6700134277344,196.88999938964844
2024-06-08,69648.14,3706.4,673.0,162.12,0.4986,0.14679,0.4442,0.11688,2.349e-05,32.98,,,,,,,,,,
2024-06-09,69540.0,3667.85,625.1,159.05,0.4969,0.14478,0.4406,0.11763,2.291e-05,32.28,,,,,,,,,,
2024-06-10,67314.24,3497.33,602.5,149.31,0.4802,0.13806,0.422,0.11658,2.163e-05,31.55,5360.7900390625,17192.529296875,173.7899932861328,427.8699951171875,121.79000091552734,187.05999755859372,175.00999450683594,502.6000061035156,275.0400085449219,193.1199951171875
2024-06-11,68263.99,3560.12,619.4,155.22,0.4916,0.14621,0.4378,0.11649,2.221e-05,33.27,5375.31982421875,17343.55078125,170.66000366210938,432.6799926757813,120.91000366210938,187.22999572753903,176.6199951171875,507.4700012207031,274.6700134277344,207.1499938964844
2024-06-12,66773.01,3469.4,599.8,147.29,0.4769,0.1411,0.421,0.11696,2.118e-05,30.99,5421.02978515625,17608.439453125,177.2899932861328,441.05999755859375,125.1999969482422,186.88999938964844,177.7899932861328,508.8399963378906,270.32000732421875,213.07000732421875
2024-06-13,66043.99,3481.8,603.3,143.05,0.4746,0.13499,0.412,0.1165,2.029e-05,30.29,5433.740234375,17667.560546875,182.47000122070312,441.5799865722656,129.61000061035156,183.8300018310547,175.16000366210938,504.1000061035156,271.19000244140625,214.2400054931641
2024-06-14,66228.25,3568.74,608.2,145.52,0.4908,0.13677,0.414,0.1153,2.077e-05,30.01,5431.60009765625,17688.880859375,178.00999450683594,442.5700073242188,131.8800048828125,183.66000366210935,176.7899932861328,504.1600036621094,270.6600036621094,212.4900054931641
2024-06-15,66676.87,3624.41,610.8,151.3,0.4891,0.13713,0.4168,0.1173,2.095e-05,30.08,,,,,,,,,,
2024-06-16,66504.33,3511.46,604.3,143.27,0.5047,0.12879,0.4013,0.11678,1.932e-05,28.47,,,,,,,,,,
2024-06-17,65175.32,3483.42,588.6,137.41,0.491,0.12225,0.3837,0.11544,1.809e-05,26.6,5473.22998046875,17857.01953125,187.44000244140625,448.3699951171875,130.97999572753906,184.05999755859372,177.24000549316406,506.6300048828125,271.1700134277344,216.6699981689453
2024-06-18,64974.37,3560.51,599.3,135.62,0.4933,0.12247,0.3844,0.11582,1.812e-05,26.94,5487.02978515625,17862.23046875,184.8600006103516,446.3399963378906,135.5800018310547,182.80999755859372,175.08999633789062,499.489990234375,273.6199951171875,214.2899932861328
2024-06-19,64869.99,3513.08,587.7,133.55,0.4888,0.12455,0.3844,0.11679,1.804e-05,27.58,,,,,,,,,,
2024-06-20,64143.56,3518.5,586.1,134.6,0.4889,0.12418,0.376,0.11835,1.787e-05,27.48,5473.169921875,17721.58984375,181.57000732421875,445.7000122070313,130.77999877929688,186.1000061035156,176.3000030517578,501.7000122070313,276.82000732421875,209.67999267578125
2024-06-21,64262.01,3495.75,591.1,133.69,0.4866,0.12375,0.3846,0.11966,1.799e-05,25.61,5464.6201171875,17689.359375,183.00999450683597,449.7799987792969,126.56999969482422,189.0800018310547,179.6300048828125,494.7799987792969,275.2200012207031,207.4900054931641
2024-06-22,63210.01,3420.91,577.5,128.69,0.4797,0.12222,0.38,0.11924,1.753e-05,25.09,,,,,,,,,,
2024-06-23,60293.3,3352.73,568.1,132.33,0.474,0.11902,0.3777,0.11909,1.704e-05,24.8,,,,,,,,,,
2024-06-24,61138.96,3373.14,571.3,137.42,0.4762,0.12336,0.3931,0.12181,1.728e-05,25.14,,,,,,,,,,
